Kecamatan,NPSN,Nama_sekolah,Jenjang,Status,Alamat lengkap,,Telepon,SPP,,Akreditasi,Peserta Didik,Rombel,Guru,Pegawai,R.Kelas,R.Lab,R.Perpus,Pendidik,Tenaga Kependidikan,Gaji Guru,Kurikulum,NPYP,Yayasan,Jumlah Sekolah Naungan Yayasan,Grade Yayasan Sekolah,Pimpinan Yayasan,PIC/Operator,Nomor Telepon_yayasan,Tanggal SK Pendirian,Umur,Tanggal SK Operasional,Sumber Listrik,meter listrik,luas tanah,harga_listrik_per_bulan,Harga Tanah Pasaran per kecamatan,By power (jumlah siswa * spp),alamat lengkap,estimasi harga tanah sekolah,Website,is_website,is_agama,is_surabaya,Telepon_sekolah,Nama_Kepsek,Nama_Operator_Sekolah,Email_sekolah,average peserta didik yayasan,Lintang,Bujur
KEC. SAMBI KEREP,20532760,SMP GIRI SURYA,SMP,SWASTA,"Jl. Raya Beringin No.9, Bringin, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315043570,031315043570,2200000,,B,59,3,7,3,3,3,1,7,3,,Kurikulum Merdeka,AH1080,YAYASAN PENDIDIKAN PANCA PUTRA,1,1,Hj. SUDARMI,Rio Agatha Putra,Belum Tersedia,1989,36,2021,PLN,1300,1582,530400000,12350000,,"Jl. Avoca Da02-02 (Grand Pakuwon), Kel Banjarsugihan, Kec Tandes, Surabaya, Bendul Merisi, Kec. Wonocolo, Kota Surabaya, Jawa Timur",19537700000,http://www.smpgirisurya.sch.id/,1,0,1,317457462,Slamet Ridwan,Rio Agatha Putra,smpgirisurya@yahoo.com,59,,
KEC. KARANG PILANG,69763341,TK I CARE,TK,SWASTA,"Griya Kebraon Tengah Blok X No 10-11, Kebraon, Kec. Karang Pilang, Kota Surabaya, Jawa Timur",315043571,031315043571,,,B,35,3,3,1,3,0,0,3,3,,Kurikulum Merdeka,AB4623,AL MUMTAZ,1,1,Mulyanto S.Ag,Kurnia Safitri,-,2013,12,2020,PLN,5400,195,2203200000,7000000,,"Jl. Pandegiling No. 213-A Surabaya, Dr. Sutomo, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",1365000000,-,0,0,1,85233341384,Nur Aqni Isnaini,"Kurnia Safitri, S.Pd",kbtkicare@gmail.com,35,,
KEC. WONOCOLO,20532120,SMA SURABAYA GRAMMAR SCHOOL,SMA,SWASTA,"Jl. Avoca Da02-02 (Grand Pakuwon), Kel Banjarsugihan, Kec Tandes, Surabaya, Bendul Merisi, Kec. Wonocolo, Kota Surabaya, Jawa Timur",315043595,031315043595,,,B,19,0,5,2,0,0,0,5,6,,Kurikulum Internasional,AX4100,YAYASAN LAI SUHARTONO,10,6,"Andreas Lai, MPA",Dita Savitri Kurniawati,317535656,2022,3,2023,PLN,,1000000,0,8020000,,"Jl. Bendul Merisi Utara 8 No.8, Bendul Merisi, Kec. Wonocolo, Kota Surabaya, Jawa Timur",8020000000000,https://sgs.sch.id/,1,0,1,318414590,Esti Diah P,Kinanthi Rahmasari,sma.sgsgp@gmail.com,83,#N/A,#N/A
KEC. TEGAL SARI,20559085,TK BAPTIS PENGHARAPAN,TK,SWASTA,"Jl. Pandegiling No. 213-A Surabaya, Dr. Sutomo, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",315043573,031315043573,,,B,1,2,2,1,2,0,0,2,2,,Kurikulum Merdeka,AN2293,YPKBP,1,1,Supartini,,5660401,2013,12,2023,PLN,24000,1531,9792000000,32070000,,"Jl. Jelidro Ii/33 , Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",49099170000,-,0,0,1,5660401,ARY KOES HERNA NINGSIH,ARY KOES HERNA NINGSIH,arymarsudi23@gmail.com,1,,
KEC. WONOCOLO,69893887,TK AURICA,TK,SWASTA,"Jl. Bendul Merisi Utara 8 No.8, Bendul Merisi, Kec. Wonocolo, Kota Surabaya, Jawa Timur",315043574,031315043574,,,B,20,2,4,0,2,1,1,4,4,,Kurikulum Merdeka,AH1083,AURICA,2,2,"SRI GUTOMO, S.Psi",Widiya Nani,318475341,2014,11,2019,PLN,5500,0,2244000000,8020000,,"Jl. Raya Kedung Baruk 112 - 114, Wonorejo, Kec. Rungkut, Kota Surabaya, Jawa Timur",0,http://www.yayasanaurica.org,1,0,1,318475341,DEWI EKA DHAMAYANTI,yokhanan nugroho,yayasan.aurica@gmail.com,20,,
KEC. SAMBI KEREP,20584010,TK SANTO YOSEF,TK,SWASTA,"Jl. Jelidro Ii/33 , Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315043575,031315043575,,,A,26,2,2,2,4,0,0,2,2,,Kurikulum Merdeka,,,0,0,-,-,-,2010,15,2023,PLN,10599,7135,4324392000,12350000,,"Jl. Jambangan Kebon Agung No.1 Surabaya, Jambangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",88117250000,-,0,1,1,7401560,LILIS EFRIANTI AMBARITA,Magdalena Nona Mukin,tkksantuyosefsambikereb@gmail.com,26,,
KEC. RUNGKUT,20573205,SEKOLAH MENENGAH ATAS INTAN PERMATA HATI KAMPUS TIMUR SURABAYA,SPK SMA,SWASTA,"Jl. Raya Kedung Baruk 112 - 114, Wonorejo, Kec. Rungkut, Kota Surabaya, Jawa Timur",315043576,031315043576,1800000,,A,101,6,15,0,9,4,1,15,12,,Kurikulum Internasional,AI7165,Yayasan Intan Eduka,10,5,Imamnuel Herman Prawiromaruto,SUMITO,318794040,2007,18,2020,PLN & DIESEL,32999,4000,13463592000,7760000,,"Jl. Pagesangan Iv Gg. Mulia No.7 Surabaya, Pagesangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",31040000000,http://www.iphschools.com,1,0,1,8794040,"Esatrina Dwita Patola, SS.",SMA Kristen Intan Permata Hati,sma.east@iphschools.sch.id,107,-7.307300,112.80230
KEC. JAMBANGAN,69896921,TK MUSLIM SURABAYA,TK,SWASTA,"Jl. Jambangan Kebon Agung No.1 Surabaya, Jambangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",315043577,031315043577,,,B,40,3,3,1,4,0,1,3,4,,Kurikulum Merdeka,AB4656,yayasan muslim surabaya,2,2,Drs. H. Umar Said,Yenny Widyastuti,031 8281880,2014,11,2021,PLN,10600,3000,4324800000,8100000,,"Jl. Griya Kebraon Tengah K 12 Surabaya, Kebraon, Kec. Karang Pilang, Kota Surabaya, Jawa Timur",24300000000,-,0,0,1,3158251464,Kuati Pudjiastuti,Nurrin Fadhilah Rokhmah,tk.muslim.sby@gmail.com,23,,
KEC. JAMBANGAN,69899713,TK BINA INSAN MULIA,TK,SWASTA,"Jl. Pagesangan Iv Gg. Mulia No.7 Surabaya, Pagesangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",315043578,031315043578,,,A,64,4,4,1,3,0,0,4,4,,Kurikulum Merdeka,AB4637,AL MUNAWAROH,2,2,NARSONO,,-,2015,10,2023,PLN,1300,85,530400000,8100000,,"Jl. Kedung Klinter Iv / 28 Surabaya, Kedungdoro, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",688500000,http://www.yayasanalmunawaroh.wordpress.com,0,1,1,81330516369,Setiyaningsih,Sri Wulandari,tk.binainsanmulia.adm@gmail.com,64,,
KEC. KARANG PILANG,20561824,TK KRISTEN SEJAHTERA,TK,SWASTA,"Jl. Griya Kebraon Tengah K 12 Surabaya, Kebraon, Kec. Karang Pilang, Kota Surabaya, Jawa Timur",315043579,031315043579,,,B,38,2,2,1,2,0,0,2,3,,Kurikulum Merdeka,AE6531,SOSIAL & PENDIDIKAN KRISTEN SEJAHTERA,1,1,EZRA RUSTRIADI WIDARMASTYO,,317662230,2010,15,2021,PLN,900,350,367200000,7000000,,"Jl. Wonorejo Selatan Ix No.2, Wonorejo, Kec. Rungkut, Kota Surabaya, Jawa Timur",2450000000,-,0,1,1,81515435758,RUTH WIDHIARTI RUSWENINGTYAS,RUTH WIDHIARTI RUSWENINGTYAS,tkkristensejahterasby@gmail.com,38,,
KEC. TEGAL SARI,20559124,TK LESTARI,TK,SWASTA,"Jl. Kedung Klinter Iv / 28 Surabaya, Kedungdoro, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",315043580,031315043580,,,B,64,2,2,0,2,0,1,2,2,,Kurikulum Merdeka,,,0,0,-,-,-,2010,15,2020,PLN,900,72,367200000,32070000,,"Jl. Wonorejo Selatan Ix No.02, Wonorejo, Kec. Rungkut, Kota Surabaya, Jawa Timur",2309040000,-,0,0,1,315328028,Fube Christin Souisa,DAHLYA ASRI RINENGGO,tklestari28@gmail.com,64,,
KEC. RUNGKUT,69980188,TK KHADIJAH WONOREJO,TK,SWASTA,"Jl. Wonorejo Selatan Ix No.2, Wonorejo, Kec. Rungkut, Kota Surabaya, Jawa Timur",315043581,031315043581,,,A,91,6,6,1,7,0,1,6,7,,Kurikulum Internasional,AW8737,YAYASAN TAMAN PENDIDIKAN DAN SOSIAL NAHDLATUL ULAMA KHADIJAH,14,6,"Prof. Dr. H. M. Ridlwan Nasir, MA",Abdul Manan,318286348,2018,7,2023,PLN,3300,31690,1346400000,7760000,,"Jl. Lontar No.61 , Lontar, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",245914400000,http://kb-tkwonorejo.khadijah.or.id,1,0,1,3187852367,SAMIHAH HILYATI,KHOIROTUL ULA,khadijahwonorejo@gmail.com,221,,
KEC. RUNGKUT,69963753,KB KHADIJAH WONOREJO,KB,SWASTA,"Jl. Wonorejo Selatan Ix No.02, Wonorejo, Kec. Rungkut, Kota Surabaya, Jawa Timur",315043582,031315043582,,,A,24,2,4,1,6,0,1,4,5,,Kurikulum Internasional,AW8737,YAYASAN TAMAN PENDIDIKAN DAN SOSIAL NAHDLATUL ULAMA KHADIJAH,14,6,"Prof. Dr. H. M. Ridlwan Nasir, MA",Abdul Manan,318286348,2017,8,2023,PLN,3300,31690,1346400000,7760000,,"Ketintang Madya V/92 K, Karah, Kec. Jambangan, Kota Surabaya, Jawa Timur",245914400000,http://kb-tkwonorejo.khadijah.or.id,1,0,1,3187852367,NURUL AYU LESTARI,Radinna Fillah Awwalia,khadijahwonorejo@gmail.com,221,,
KEC. SAMBI KEREP,20584008,TK AMANAH,TK,SWASTA,"Jl. Lontar No.61 , Lontar, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315043583,031315043583,,,B,17,2,1,1,2,0,1,1,2,,Kurikulum Merdeka,AI7389,AMANAH,1,1,ISHAK HASIBUAN,Muhammad Syamsuri,-,2011,14,2016,PLN,1300,108,530400000,12350000,,"Manyar Sabrangan Ix A/8, Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",1333800000,-,0,0,1,85101679046,FERA NUR AFIFA,Fera Nur Afifa,ppttkamanah@gmail.com,17,,
KEC. JAMBANGAN,69763390,KB PERWANIDA,KB,SWASTA,"Ketintang Madya V/92 K, Karah, Kec. Jambangan, Kota Surabaya, Jawa Timur",315043584,031315043584,,,A,52,4,5,1,2,0,0,5,4,,Kurikulum Merdeka,AL6791,PERWANIDA KANWIL,1,1,Dra. Peni Wiluntari,Dra. PENI WILUNTARI,031 8686014,2007,18,2007,PLN,2200,1500,897600000,8100000,,"Jl. Jambangan Baru Selatan I No 1, Jambangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",12150000000,kbraperwanida.sch.id,1,0,1,318271187,MUAWANAH.S.Pd.I,Nur Fauziah,kbperwanidasurabaya@gmail.com,52,,
KEC. MULYOREJO,20558840,TKS PUTRA HARAPAN,TK,SWASTA,"Manyar Sabrangan Ix A/8, Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315043585,031315043585,,,B,51,2,2,1,3,0,0,2,3,,Kurikulum Merdeka,AN2226,PUTRA HARAPAN,3,1,"Lily Wakhidah,S.Ag,S.Psi",,-,2011,14,2019,PLN,1300,75,530400000,15750000,,"Jl. Pagesangan Iii No.6, Pagesangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",1181250000,-,0,0,1,315937503,ARY KRISMIANTI,Yuni Dwi Astutik,tk_puha@yahoo.com,45,,
KEC. JAMBANGAN,70028153,TK KHASANAH,TK,SWASTA,"Jl. Jambangan Baru Selatan I No 1, Jambangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",315043586,031315043586,,,B,53,4,4,1,4,0,0,4,5,,Kurikulum Merdeka,AY0127,YAYASAN MUHIMMAH KHASANATUL UMMAH,1,1,SUGIATIN,Restia Hayu Presditiningrum,-,2022,3,2022,PLN,3500,0,1428000000,8100000,,"Jl. Menganti Dk Kramat 49, Jajar Tunggal, Kec. Wiyung, Kota Surabaya, Jawa Timur",0,-,0,0,1,818324303,SULIATUN,Ajeng Realita Adreas Putri,tkkhasanah1@gmail.com,53,,
KEC. JAMBANGAN,20559143,TK PUTRA PERTIWI,TK,SWASTA,"Jl. Pagesangan Iii No.6, Pagesangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",315043587,031315043587,,,B,38,2,2,1,3,0,1,2,3,,Kurikulum Merdeka,,,0,0,-,-,-,2000,25,2023,PLN,1300,0,530400000,8100000,,"Jl. Pattimura No. 3 Sukomanunggal, Surabaya, Sono Kwijenan, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",0,-,0,0,1,318273622,Ika Swaningsih,LATIFAH PUTRI KARUNIA,-,38,,
KEC. WIYUNG,20560834,TK ISLAM AL KAROMAH,TK,SWASTA,"Jl. Menganti Dk Kramat 49, Jajar Tunggal, Kec. Wiyung, Kota Surabaya, Jawa Timur",315043588,031315043588,,,B,114,4,4,0,9,0,0,4,3,,Kurikulum Merdeka,,,0,0,-,-,-,2010,15,2020,DIESEL,1300,0,530400000,13300000,,"Jl. Wonorejo I / 10, Wonorejo, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",0,-,0,1,1,81393802005,Eva Rusdiana,ALVI IZZA ARDI,tkislamalkaromah1@gmail.com,114,,
KEC. SUKOMANUNGGAL,20532761,SMP GRACIA FEI SIANG,SMP,SWASTA,"Jl. Pattimura No. 3 Sukomanunggal, Surabaya, Sono Kwijenan, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",315044842,031315044842,,,A,20,3,6,2,3,2,1,6,7,,Kurikulum Merdeka,AE6900,YAYASAN PENDIDIKAN PELITA NUSANTARA SURABAYA,3,2,Ir. INDRA SETIAWAN,"Puthu Adi Sasmito, S.Pd.H.",031 5450051/52,1990,35,2023,PLN,5468,1265,2230944000,13750000,,,17393750000,-,0,0,1,317325994,Dewi Sintowati,Mochamad Fikri,smogracia.surabaya@gmail.com,53,,
KEC. TEGAL SARI,69906076,TK TUNAS,TK,SWASTA,"Jl. Wonorejo I / 10, Wonorejo, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",315043590,031315043590,,,B,35,2,1,1,2,0,0,2,2,,Kurikulum Merdeka,AE6848,TK TUNAS,1,1,MOEDJI BASUKI,SUMARTINI,-,2010,15,2023,PLN,450,0,183600000,32070000,,"Jl. Sidosermo Iv No 11 B Surabaya, Sidosermo, Kec. Wonocolo, Kota Surabaya, Jawa Timur",0,-,0,0,1,82232920717,NUR ASIA,"nur asia, S. Psi",tktunasw01@gmail.com,35,,
KEC. SAMBI KEREP,20559016,TK TUNAS SAWO,TK,SWASTA,"Jl. Raya Sawo No. 7, Bringin, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315043591,031315043591,,,B,62,4,5,1,4,0,1,5,6,,Kurikulum Merdeka,,,0,0,-,-,-,2010,15,2024,PLN,1200,140,489600000,12350000,,"Jl. Raya Gunung Anyar Sawah No 18, Gunung Anyar, Kec. Gununganyar, Kota Surabaya, Jawa Timur",1729000000,-,0,0,1,81236208711,YAUMI,Dhea Indria Lestari,sawotunas@gmail.com,62,,
KEC. WONOCOLO,20558603,TK AN-NAJIYAH,TK,SWASTA,"Jl. Sidosermo Iv No 11 B Surabaya, Sidosermo, Kec. Wonocolo, Kota Surabaya, Jawa Timur",315043592,031315043592,,,B,67,5,5,1,4,0,0,5,6,,Kurikulum Merdeka,AE6651,Yayasan An-Najiyah Utama,4,4,HM. MUCHAMAD ABDULLOH,Ilmiyah,318499547,2009,16,2021,PLN,1200,145,489600000,8020000,,"Jl. Pagesangan Gg.Iv No.50, Pagesangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",1162900000,-,0,0,1,318475983,NURUL LATIFAH,Puspa,tk.annajiyah11@gmail.com,106,,
KEC. GUNUNGANYAR,70041560,SMP CHUNG CHUNG CHRISTIAN SCHOOL,SMP,SWASTA,"Jl. Raya Gunung Anyar Sawah No 18, Gunung Anyar, Kec. Gununganyar, Kota Surabaya, Jawa Timur",315043596,031315043596,,,A,24,2,10,1,7,4,1,10,11,,Kurikulum Internasional,AX7756,YAYASAN PENDIDIKAN MAYAPADA SCHOOL,4,4,IR. WONG BUDI SETIAWAN,PUTRI KARTIKA,-,2023,2,2023,PLN,10000,0,4080000000,4900000,,#N/A,0,http://ccs.sch.id,1,0,1,3187884832,Edwin Arlianto,FEKY SUGIANTO,admin@ccs.sch.id,24,,
KEC. JAMBANGAN,20559145,TK MUSLIMAT DARUSSALAM,TK,SWASTA,"Jl. Pagesangan Gg.Iv No.50, Pagesangan, Kec. Jambangan, Kota Surabaya, Jawa Timur",315043594,031315043594,,,B,82,3,2,1,2,0,0,2,4,,Kurikulum Merdeka,AB4654,Yayasan Darussalam,1,1,ANIK YULIATI,Susila Widyaningtyas,-,2010,15,2020,PLN,900,115,367200000,8100000,,"Jl. Sawentar No. 09 Surabaya, Pacar Keling, Kec. Tambaksari, Kota Surabaya, Jawa Timur",931500000,-,0,0,1,817305762,Hidayati,Silviana,tk.muslimatdarussalam@gmail.com,82,,
KEC. GENTENG,20532630,SMP ATMA WIDYA SURABAYA,SMP,SWASTA,#N/A,315044169,031315044169,,,B,24,3,5,2,4,3,1,5,6,,Kurikulum Merdeka,AK3087,PENDIDIKAN WARTAWAN JAWA TIMUR,4,3,"IMAWAN MASHURI, SH.MH","TAMARA YUNIAR AL'FATIN, SP",031-5964921,1988,37,2015,PLN,0,,0,27590000,,"Jl. Peneleh Ix/23, Peneleh, Kec. Genteng, Kota Surabaya, Jawa Timur",0,http://smpatmawidya.blogspot.co.id,0,0,1,313723186,Hariyono,"I Gusti Ngurah Oka Wijaya,SH",smpatmawidyasurabaya@gmail.com,52,,
KEC. TAMBAKSARI,69987927,SMK UNGGULAN BINA INSANI,SMK,SWASTA,"Jl. Sawentar No. 09 Surabaya, Pacar Keling, Kec. Tambaksari, Kota Surabaya, Jawa Timur",315044320,031315044320,,,B,25,5,1,1,7,2,1,1,3,,Kurikulum Merdeka,AA3246,Yayasan Pendidikan Bina Insani,2,2,Pri Priyatno,AZIDA ZULFA MILATA ROSYADA,-,2019,6,2019,PLN,12000,0,4896000000,8570000,,"Jl. Donorejo 46, Kapasan, Kec. Simokerto, Kota Surabaya, Jawa Timur",0,-,0,0,1,315039090,Iksan Miftakhul Ulumi,Imam Fathoni Muntolip,smkunggulanbinainsani@gmail.com,113,,
KEC. GENTENG,20532468,SMP PGRI 29 SURABAYA,SMP,SWASTA,"Jl. Peneleh Ix/23, Peneleh, Kec. Genteng, Kota Surabaya, Jawa Timur",315044163,031315044163,,,B,26,3,5,1,7,2,1,5,2,,Kurikulum Merdeka,AH1185,Perwakilan YPLP PGRI Kota Surabaya,21,3,"Drs. Akhmat Suharto, M.Pd.",Laurentius Gunawan Kurnia A.,-,1988,37,2010,PLN,36000,0,14688000000,27590000,,"Jl. Keputran V/31, Keputran, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",0,http://smppgri29surabaya.wordpress.com,0,0,1,315344595,Saropah,Anisa Trisno Asih,smppgri29sby@gmail.com,281,-7.252100,112.74200
KEC. SIMOKERTO,20533094,SD NURUL ISLAM,SD,SWASTA,"Jl. Donorejo 46, Kapasan, Kec. Simokerto, Kota Surabaya, Jawa Timur",315045427,031315045427,,,B,26,6,5,1,6,1,1,5,7,,Kurikulum Merdeka,AB4995,LP. MA'ARIF NU KOTA SURABAYA,31,4,"Drs. MOH. KHOLIL, M.Pd.I",MUHAMMAD SHOLIHUDDIN,315317470,2010,15,2025,PLN,1300,646,530400000,6680000,,#REF!,4315280000,-,0,1,1,313720154,"Dwie Nastiti Coniiwati,s.pd",SURYA ALVIAN PRATAMA,sdnurulislam@yahoo.com,156,,
KEC. TEGAL SARI,20532497,SMP MABADIE KHOIRI UMMAH,SMP,SWASTA,"Jl. Keputran V/31, Keputran, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",315043599,031315043599,200000,,B,42,3,5,4,3,2,1,5,8,,Kurikulum Merdeka,,,0,0,-,-,-,1986,39,2020,PLN,2200,105,897600000,32070000,,"Jl. Dukuh Karangan Iv, Gang Golongan, Babatan, Kec. Wiyung, Kota Surabaya, Jawa Timur",3367350000,-,0,0,1,315478504,Retno Pamuji,ASIH PRIHATINI,smp_mku_sby@ymail.com,42,,
KEC. TEGAL SARI,20559087,TK EKA DHARMA,TK,SWASTA,"Jl. Kupang Segunting Iii No.14, Dr. Sutomo, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",315043600,031315043600,,,B,28,2,1,1,2,0,1,1,2,,Kurikulum Merdeka,,,0,0,-,-,-,2013,12,2021,PLN,2200,0,897600000,32070000,,"Jl. Pirngadi 4 - 6, Bubutan, Kec. Bubutan, Kota Surabaya, Jawa Timur",0,-,0,0,1,87854460249,RATNA CEMPAKA,"RATNA CEMPAKA, SH",tkekadharma3@gmail.com,28,,
KEC. WIYUNG,20574658,SMP AL-FATAH SURABAYA,SMP,SWASTA,"Jl. Dukuh Karangan Iv, Gang Golongan, Babatan, Kec. Wiyung, Kota Surabaya, Jawa Timur",315043665,031315043665,,,B,28,3,7,0,5,2,1,7,6,,Kurikulum Merdeka,AK3113,AL FATAH CHOLILAH PALIL,2,2,Wifaul Husna,Ellis dwi Septiana,317533478,1910,115,1910,PLN,16000,210,6528000000,13300000,,"Jl. Babatan Pantai Barat Iv / 38, Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",2793000000,-,0,1,1,317523630,"Kartini, SPD",ELLIN RIANTO,smpalfatah34@gmail.com,108,#N/A,#N/A
KEC. BUBUTAN,20539086,SD KRISTEN PIRNGADI SURABAYA,SD,SWASTA,"Jl. Pirngadi 4 - 6, Bubutan, Kec. Bubutan, Kota Surabaya, Jawa Timur",315044123,031315044123,,,B,29,6,8,2,8,2,1,8,6,,Kurikulum Merdeka,AE6975,YBPPK PIRNGADI,4,4,"PANGATASAN PAKPAHAN,ST.AMd.k",DIKA ANTONI PUTRA,315484398,2008,17,2025,PLN,3300,1620,1346400000,21280000,,"Kupang Segunting / 15 A, Dr. Sutomo, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",34473600000,-,0,1,1,315484398,Rovita Devi Novinanda M,Mathilda Natalin Lose,sdkpirngadi@yahoo.co.id,42,,
KEC. MULYOREJO,20558825,TKS NADIA,TK,SWASTA,"Jl. Babatan Pantai Barat Iv / 38, Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315043603,031315043603,,,B,47,2,1,1,2,0,0,2,3,,Kurikulum Merdeka,AN2193,capricornus,1,1,rifani regrista rifani,,031 3814765,2011,14,2020,PLN,434,135,177072000,15750000,,"Jl. Balasklumprik Rt. I Rw. I Surabaya, Balas Klumprik, Kec. Wiyung, Kota Surabaya, Jawa Timur",2126250000,-,0,0,1,313814765,"NUROTIN,.S.Sos",yuliasih,tamankanakkanaknadia@gmail.com,47,,
KEC. TEGAL SARI,69756884,TKS HOMPIMPAH,TK,SWASTA,"Kupang Segunting / 15 A, Dr. Sutomo, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",315043604,031315043604,,,B,42,4,3,1,2,0,0,3,4,,Kurikulum Merdeka,AN2259,Hompimpah,2,2,"Nanik Juliana, S.E.",,315667617,2010,15,2014,PLN,3500,84,1428000000,32070000,,"Bendul Merisi 134 C, Sidosermo, Kec. Wonocolo, Kota Surabaya, Jawa Timur",2693880000,-,0,0,1,85162990019,ADI IRAWAN,ADI IRAWAN,kbtkhompimpah@gmail.com,42,,
KEC. WIYUNG,20560826,TK ISTIQOMAH,TK,SWASTA,"Jl. Balasklumprik Rt. I Rw. I Surabaya, Balas Klumprik, Kec. Wiyung, Kota Surabaya, Jawa Timur",315043605,031315043605,,,B,65,4,4,1,4,0,0,4,5,,Kurikulum Merdeka,AK3130,YAYASAN PENDIDIKAN ISTIQOMAH,1,1,Drs. H.M. Hadirudin Salim,META SALMAH,-,2009,16,2020,PLN,2200,108,897600000,13300000,,"Jl. Kedung Rukem Iii / 49 Surabaya, Kedungdoro, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",1436400000,-,0,0,1,-,WASIANING,ENNITA,tkistiqomahsby@gmail.com,65,,
KEC. WONOCOLO,69812596,TK FALASIFA,TK,SWASTA,"Bendul Merisi 134 C, Sidosermo, Kec. Wonocolo, Kota Surabaya, Jawa Timur",315043606,031315043606,,,A,43,4,4,1,4,0,0,4,4,,Kurikulum Merdeka,AE6633,Falasifa,2,2,"M alaik S Hadi, M.Psi",,318496632,2007,18,2021,PLN,4400,180,1795200000,8020000,,"Jl. Kali Rungkut Mejoyo I /2, Kali Rungkut, Kec. Rungkut, Kota Surabaya, Jawa Timur",1443600000,http://falasifa.sch.id,1,0,1,318496632,Suhartatik,Siti Maisyaroh,pg.tkfalasifa@gmail.com,43,,
KEC. TEGAL SARI,20559103,TK MARIYAM,TK,SWASTA,"Jl. Kedung Rukem Iii / 49 Surabaya, Kedungdoro, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",315043607,031315043607,,,B,83,4,4,0,2,0,0,4,4,,Kurikulum Merdeka,,,0,0,-,-,-,2010,15,2020,PLN,900,135,367200000,32070000,,"Jl. Bungkal Sambikerep, Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",4329450000,-,0,0,1,81235191931,"ACHMAD BASUKI, DRS",Nadhya Rahmah,tkmariyamtegalsari@gmail.com,83,,
KEC. RUNGKUT,20532495,SMP TARUNA SURABAYA,SMP,SWASTA,"Jl. Kali Rungkut Mejoyo I /2, Kali Rungkut, Kec. Rungkut, Kota Surabaya, Jawa Timur",315044130,031315044130,,,A,29,3,5,1,3,2,1,4,4,,Kurikulum Merdeka,AK3057,Yayasan Pendidikan Islam Taruna,2,2,"Drs. Abdul Wahib, MM.",RIO WEDNRI WIJAYA,8411876,1996,29,2016,PLN,1500,160,612000000,7760000,,"Jl. Dinoyo No.127, Keputran, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",1241600000,http://smptarunasurabaya.com,1,0,1,318411876,Zaenal Mahmudi,RIO WEDNRI WIJAYA,smptarunasurabaya@gmail.com,31,-7.319200,112.76900
KEC. SAMBI KEREP,20559002,TKS KARTIKA BAHARI I,TK,SWASTA,"Jl. Bungkal Sambikerep, Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315043609,031315043609,,,B,29,2,3,1,2,0,0,3,4,,Kurikulum Merdeka,,,0,0,-,-,-,2010,15,2018,PLN,900,72,367200000,12350000,,"Jl. Bratang Gede 112, Ngagelrejo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",889200000,-,0,0,1,85648422378,DESI MINARTI,DIAH KARTIKA SARI,-,29,,
